url,name,price,brand,category,description,features,images
https://y2k-wave.com/products/black-skeleton-hoodie,Black Skeleton Hoodie,39.90,y2k,hoodie,"Add a touch of Y2K to your wardrobe with our Black Skeleton Hoodie.
Our Black Skeleton Hoodie, made from quality material, features a hood without drawstring, a skeleton ribcage print on the front and is available in 5 sizes.","Made of polyester, Light and comfortable material, Hood without drawstring, Zipper closure, Skeleton ribcage print on the front, Gathered at cuffs and waistline, Available in 5 sizes, Regular US/EU sizing, Free standard shipping worldwide",//y2k-wave.com/cdn/shop/files/1_076e7ffc-d336-4126-b258-aad04e83081a_800x.png?v=1705659744|//y2k-wave.com/cdn/shop/files/2_d0138526-183a-4443-845a-c8a22b7083f3_800x.png?v=1705659745|//y2k-wave.com/cdn/shop/files/3_b90aa608-f5c0-49af-b111-268a55994ad3_800x.png?v=1705659745
https://y2k-wave.com/products/rhinestone-skeleton-hoodie,Rhinestone Skeleton Hoodie,39.90,y2k,hoodie,"Add a touch of Y2K streetwear to your outfits with our Rhinestone Skeleton Hoodie.
Our Rhinestone Skeleton Hoodie, made from quality material, features a hood with drawstrings, rhinestone skeleton design and is available in 2 colors. Shop now!","Made of polyester, Light and comfortable material, Hood with drawstrings, Zipper closure
, Rhinestone skeleton design, Gathered at cuffs and waistline, Available in 4 sizes and 2 colors, Regular US/EU sizing, Free standard shipping worldwide",//y2k-wave.com/cdn/shop/files/1_afe3b21f-96ed-4453-b72d-89a33abd3193_800x.png?v=1705659740|//y2k-wave.com/cdn/shop/files/2_efbd9420-abb1-4491-9db2-b2f426cebafb_800x.png?v=1705659739|//y2k-wave.com/cdn/shop/files/3_e437cca1-171b-4828-8fa8-82e79ea71f92_800x.png?v=1705659739|//y2k-wave.com/cdn/shop/files/4_65e5272c-3d2e-443d-be2d-1b38d3c3841c_800x.png?v=1705659740|//y2k-wave.com/cdn/shop/files/5_272f33fa-81d3-4b1f-b613-fcfc57e686ba_800x.png?v=1705659739|//y2k-wave.com/cdn/shop/files/6_4305b7da-7ddc-4625-94bf-29e8307ae79c_800x.png?v=1705659739|//y2k-wave.com/cdn/shop/files/7_47d79e40-52da-4efa-95f5-223f2cd91d64_800x.png?v=1705659739
https://y2k-wave.com/products/white-skeleton-hoodie,White Skeleton Hoodie,39.90,y2k,hoodie,"Elevate your Y2K style with our White Skeleton Hoodie.
Our White Skeleton Hoodie, made from quality material, features a hood without drawstring, a skeleton ribcage print on the front and is available in 5 sizes.","Made of polyester, Light and comfortable material, Hood without drawstring, Zipper closure, Skeleton ribcage print on the front, Gathered at cuffs and waistline, Available in 5 sizes, Regular US/EU sizing, Free standard shipping worldwide",//y2k-wave.com/cdn/shop/files/1_b2d896fc-c128-449a-80eb-e8f08b233ec5_800x.png?v=1707213317|//y2k-wave.com/cdn/shop/files/2_a4333fa9-84ad-4629-ad27-c32b42e750e9_800x.png?v=1707213318|//y2k-wave.com/cdn/shop/files/3_fc9dc40f-bec2-47b7-9027-0548b00c4586_800x.png?v=1707213318
https://y2k-wave.com/products/blue-skeleton-hoodie,Blue Skeleton Hoodie,39.90,y2k,hoodie,"Take your Y2K outfits to the next level with our Blue Skeleton Hoodie.
Our Blue Skeleton Hoodie, made from quality material, features a hood without drawstring, a skeleton ribcage print on the front and is available in 5 sizes.","Made of polyester, Light and comfortable material, Hood without drawstring, Zipper closure, Skeleton ribcage print on the front, Gathered at cuffs and waistline, Available in 5 sizes, Regular US/EU sizing, Free standard shipping worldwide",//y2k-wave.com/cdn/shop/files/1v2_9e540cba-df56-4f09-8692-d27ea8fa3dba_800x.png?v=1707215388|//y2k-wave.com/cdn/shop/files/2v2_800x.png?v=1707215388|//y2k-wave.com/cdn/shop/files/3v2_800x.png?v=1707215389
https://y2k-wave.com/products/y2k-hoodie-zip-up,Y2K Hoodie Zip Up,59.90,y2k,hoodie,"Add a touch of Y2K to your outfits with our Y2K Hoodie Zip Up.
Our Y2K Hoodie Zip Up, made from quality material, features a hood with drawstrings, Y2K visuals printed on the front and back, and is available in 2 colors.","Made of polyester, Light and comfortable material, Hood with drawstrings, Zipper closure, Y2K visuals printed on front and back, Printed design with tear effect on front, Gathered at cuffs and waistline, Available in 6 sizes and 2 colors, Regular US/EU sizing, Free standard shipping worldwide",//y2k-wave.com/cdn/shop/files/1_d36cd534-15df-4454-8b79-7326270ae46c_800x.png?v=1708770749|//y2k-wave.com/cdn/shop/files/2_c4f46111-91e6-4b85-be56-f4853d9c84ad_800x.png?v=1708770748|//y2k-wave.com/cdn/shop/files/3_70f881e8-5efc-4cf5-97e7-c88f71df1322_800x.png?v=1708770748|//y2k-wave.com/cdn/shop/files/4_13555164-c1a7-4ec3-8c79-a5480af9b544_800x.png?v=1708770748|//y2k-wave.com/cdn/shop/files/5_fa6e5c4a-5a3c-46a8-86d4-9bdc606d93ee_800x.png?v=1708770749|//y2k-wave.com/cdn/shop/files/6_102c2d7b-0567-4ef3-a124-2649c6b0e5b6_800x.png?v=1708770748|//y2k-wave.com/cdn/shop/files/7_d62b4bca-ca3d-4d5b-b9bf-e87308b75828_800x.png?v=1708770748|//y2k-wave.com/cdn/shop/files/8_ffc886dc-e64e-4874-96e1-1b4001da640e_800x.png?v=1708770749|//y2k-wave.com/cdn/shop/files/9_54de152f-cffa-44ec-8acb-62027c26db45_800x.png?v=1708770749
https://y2k-wave.com/products/butterfly-zip-up-hoodie,Butterfly Zip Up Hoodie,69.90,y2k,hoodie,"Elevate your Y2K style with our Butterfly Zip Up Hoodie.
Our Butterfly Zip Up Hoodie, made from quality material, features a hood with drawstrings, a butterfly design sewn onto the front and is available in 3 colors.","Made of polyester, Light and comfortable material, Hood with drawstrings, Zipper closure, Butterfly design sewn on front, Gathered at cuffs and waistline, Available in 4 sizes and 3 colors, Regular US/EU sizing, Free standard shipping worldwide",//y2k-wave.com/cdn/shop/files/1_6b7104c9-bb93-462a-b648-4a69ff05322e_800x.png?v=1708770637|//y2k-wave.com/cdn/shop/files/2_df8077ed-212d-40f3-a6ac-ec8936f559c0_800x.png?v=1708770636|//y2k-wave.com/cdn/shop/files/3_555ac22e-82a0-45f3-a8e9-3f99c9d61593_800x.png?v=1708770637|//y2k-wave.com/cdn/shop/files/4_53ec495d-d83b-45b4-ba93-fdf9a4ebcac5_800x.png?v=1708770636|//y2k-wave.com/cdn/shop/files/5_3baca349-6966-45b0-bf4a-dc89bc0f77ba_800x.png?v=1708770637
https://y2k-wave.com/products/star-hoodie-y2k,Star Hoodie Y2K,69.90,y2k,hoodie,"Elevate your style with our Star Hoodie Y2K.
Our Star Hoodie Y2K, made from quality materials, features a hood with drawstrings, stars on front and sleeves and is available in 2 colors. Shop now!","Made of cotton and polyester, Soft and comfortable materials, Hood with drawstrings, Zipper closure
, Stars on front and sleeves, Gathered at cuffs and waistline, Available in 4 sizes and 2 colors, Oversized fit, Regular US/EU sizing, Free standard shipping worldwide",//y2k-wave.com/cdn/shop/files/1_540d4af0-54d0-4cd1-9a22-4a01d0db183a_800x.png?v=1710421084|//y2k-wave.com/cdn/shop/files/2_4088ede4-8e5b-43eb-a763-64cff15bec2c_800x.png?v=1710421084|//y2k-wave.com/cdn/shop/files/3_a1aabc8f-7b68-4500-a9cf-1121f1f8ff6d_800x.png?v=1710421084|//y2k-wave.com/cdn/shop/files/4_16cd189d-a47c-45a7-89f5-3e4d2214d297_800x.png?v=1710421084|//y2k-wave.com/cdn/shop/files/5_38eb7ad9-88c9-4b70-94fc-fa258d958213_800x.png?v=1710421084
https://y2k-wave.com/products/black-rhinestone-hoodie,Black Rhinestone Hoodie,49.90,y2k,hoodie,"Add a touch of Y2K streetwear to your outfits with our Black Rhinestone Hoodie.
Our Black Rhinestone Hoodie, made from quality material, features a hood without drawstring, a rhinestone teeth design and is available in 5 sizes. Shop now!","Made of polyester, Light and comfortable material, Hood without drawstring, Full zip hoodie
, Rhinestone teeth design on the front, Rhinestone mask design on the hood, Gathered at cuffs and waistline, Available in 5 sizes, Regular US/EU sizing, Free standard shipping worldwide",//y2k-wave.com/cdn/shop/files/1_a058ff34-4083-4c7e-b449-87763779e5f8_800x.png?v=1710421069|//y2k-wave.com/cdn/shop/files/2_2e3f1b19-3ffb-4fcd-bee8-b1e10c43fb4e_800x.png?v=1710421070|//y2k-wave.com/cdn/shop/files/3_6cf01a9f-3622-4134-868d-eac1f5ada437_800x.png?v=1710421069|//y2k-wave.com/cdn/shop/files/4_b58d88d2-de2e-401a-9d5f-64a0a264a0b5_800x.png?v=1710421070|//y2k-wave.com/cdn/shop/files/5_3d4758ab-e7ab-40ec-8271-c88c01bfe69b_800x.png?v=1710421070
https://y2k-wave.com/products/teeth-hoodie,Teeth Hoodie,79.90,y2k,hoodie,"Take your Y2K outfits to the next level with our Teeth Hoodie.
Our Teeth Hoodie, made from quality material, features a hood without drawstring, a teeth design on the front, an oversized fit and is available in 4 sizes.","Made of cotton, Soft and comfortable material, Hood without drawstring, Teeth design on the front, Gathered at cuffs and waistline, Available in 4 sizes, Oversized fit, Regular US/EU sizing, Free standard shipping worldwide",//y2k-wave.com/cdn/shop/files/1_1f8cc3d6-7ff9-400b-9b1c-13aa0fd3c9a5_800x.png?v=1712403121|//y2k-wave.com/cdn/shop/files/2_9978be01-296c-44dd-bae8-4658c94dea4c_800x.png?v=1712403121|//y2k-wave.com/cdn/shop/files/3_302f12e2-9aae-47ff-a42e-eb353b25e714_800x.png?v=1712403121
https://y2k-wave.com/products/smiley-hoodie,Smiley Hoodie,69.90,y2k,hoodie,"Elevate your Y2K style with our Smiley Hoodie.
Our Smiley Hoodie, made from quality materials, features a hood without drawstring, a smiley face with a zipper on the front and is available in 2 colors.","Made of cotton and polyester, Soft and comfortable materials, Hood without drawstring, Smiley face with a zipper on the chest, Gathered at cuffs and waistline, Available in 4 sizes and 2 colors, Regular US/EU sizing, Free standard shipping worldwide",//y2k-wave.com/cdn/shop/files/1_f4a5edf8-dbab-4241-8e6e-88e3b2f27ef9_800x.png?v=1712403302|//y2k-wave.com/cdn/shop/files/2_e494068a-6306-454f-8954-dc0d5ef64311_800x.png?v=1712403302|//y2k-wave.com/cdn/shop/files/3_48fd78e4-d91e-4ad9-9a41-90f7ec03c1d6_800x.png?v=1712403302|//y2k-wave.com/cdn/shop/files/4_c88db89a-0712-4ae0-8904-331199f1713c_800x.png?v=1712403302|//y2k-wave.com/cdn/shop/files/5_fee3af53-455b-4cd2-a203-431f44916791_800x.png?v=1712403313
https://y2k-wave.com/products/vintage-black-oversized-hoodie,Vintage Black Oversized Hoodie,69.90,y2k,hoodie,"Add a touch of vintage to your outfits with our Vintage Black Oversized Hoodie.
Our Vintage Black Oversized Hoodie, made from quality materials, features a hood without drawstring, an oversized fit and is available in 5 sizes.","Made of cotton and polyester, Soft and comfortable materials, Hood without drawstring, Unique design, Gathered at cuffs and waistline, Oversized fit, Available in 5 sizes, Regular US/EU sizing, Free standard shipping worldwide",//y2k-wave.com/cdn/shop/files/1_348d36a3-f263-4e27-9c33-103b2a324fca_800x.png?v=1715185389|//y2k-wave.com/cdn/shop/files/2_73abfb56-edd3-4ed4-b82a-8c6d592e2831_800x.png?v=1715185389|//y2k-wave.com/cdn/shop/files/3_9d34be13-39db-4463-8101-8d49c00a9c1e_800x.png?v=1715185389|//y2k-wave.com/cdn/shop/files/4_e347076d-77f6-43b8-9f24-68a5ee7513ab_800x.png?v=1715185389|//y2k-wave.com/cdn/shop/files/5_6474fe40-e07a-4eff-aa70-ea858142ee28_800x.png?v=1715185390
https://y2k-wave.com/products/flame-hoodie,Flame Hoodie,59.90,y2k,hoodie,"Elevate your Y2K style with our Flame Hoodie.
Our Flame Hoodie, made from quality materials, features a hood with drawstrings, printed logos on the front and the back and is available in 3 colors.","Made of cotton and polyester, Soft and comfortable materials, Hood with drawstrings, Zip up hoodie, Printed logos on the chest and the back, Goth prints on the sleeves, Gathered at cuffs and waistline, Available in 6 sizes and 3 colors, Regular US/EU sizing, Free standard shipping worldwide",//y2k-wave.com/cdn/shop/files/1_c7f48074-827c-4f7b-8b43-f6607992be84_800x.png?v=1715185458|//y2k-wave.com/cdn/shop/files/2_b75a6c91-00bc-484c-8e7d-2cbc53ec4338_800x.png?v=1715185458|//y2k-wave.com/cdn/shop/files/3_325edc74-b4d2-463a-85e6-b4db29b6e6fc_800x.png?v=1715185458|//y2k-wave.com/cdn/shop/files/4_6c1902f0-873a-4b6c-8636-7cc85da4dc43_800x.png?v=1715185458|//y2k-wave.com/cdn/shop/files/5_975e71e4-47fc-4d0e-b64d-8f8c90c0962f_800x.png?v=1715185458|//y2k-wave.com/cdn/shop/files/6_4fcc4aa5-2506-4cdd-b1b4-2fc020db8a21_800x.png?v=1715185458
https://y2k-wave.com/products/white-cropped-zip-up-hoodie,White Cropped Zip Up Hoodie,49.90,y2k,hoodie,"Elevate your Y2K style with our White Cropped Zip Up Hoodie.
Our White Cropped Zip Up Hoodie, made from quality material, features a hood without drawstring, a zipper closure and is available in 3 sizes.","Made of polyester, Light and comfortable material, Hood without drawstring, Zip up hoodie, Gathered at cuffs, Available in 3 sizes, Regular US/EU sizing, Free standard shipping worldwide",//y2k-wave.com/cdn/shop/files/1_74270a9e-ffa8-4738-ae64-976249a7cc36_800x.png?v=1718711308|//y2k-wave.com/cdn/shop/files/2_dd675e4a-a51d-4da1-a9ec-ca9aa46ba4ab_800x.png?v=1718711308|//y2k-wave.com/cdn/shop/files/3_975ce287-27c8-4a93-9e5f-2337f713be9b_800x.png?v=1718711308|//y2k-wave.com/cdn/shop/files/4_2bfdc959-84a1-4443-9ead-69f3ca747c83_800x.png?v=1718711308|//y2k-wave.com/cdn/shop/files/5_323cd3bc-65d7-4925-ab01-d5cee8cef5b9_800x.png?v=1718711308
https://y2k-wave.com/products/black-y2k-hoodie,Black Y2K Hoodie,69.90,y2k,hoodie,"Add a touch of Y2K to your outfits with our Black Y2K Hoodie.
Our Black Y2K Hoodie, made from quality materials, features a hood without drawstring, a patchwork design on the front, back and sleeves and is available in 5 sizes.","Made of cotton and polyester, Soft and comfortable materials, Hood without drawstring, Patchwork design on the front, back and sleeves, Gathered at cuffs and waistline, Available in 5 sizes, Regular US/EU sizing, Free standard shipping worldwide",//y2k-wave.com/cdn/shop/files/1_d8213363-b15c-49d9-aaee-51347987dd3e_800x.png?v=1718711359|//y2k-wave.com/cdn/shop/files/2_beb2d03f-dbbc-46be-9aa4-adda61406ccd_800x.png?v=1718711359|//y2k-wave.com/cdn/shop/files/3_b2a874e5-c0ae-4929-98bf-ab2145c66a03_800x.png?v=1718711359
https://y2k-wave.com/products/star-cropped-hoodie,Star Cropped Hoodie,49.90,y2k,hoodie,"Elevate your Y2K style with our Star Cropped Hoodie.
Our Star Cropped Hoodie, made from quality materials, features a hood with drawstrings, star with barbed wire embroideries on the front and is available in 2 colors.","Made of cotton and polyester, Soft and comfortable materials, Hood with drawstrings, Cropped hoodie, Star with barbed wire embroideries, Gathered at cuffs, Available in 6 sizes and 2 colors, Regular US/EU sizing, Free standard shipping worldwide",//y2k-wave.com/cdn/shop/files/1_803c6531-0ab2-408d-be38-13bf74f5cbe1_800x.png?v=1722936888|//y2k-wave.com/cdn/shop/files/2_ba8ebcff-a827-47a7-b166-01286c4c772f_800x.png?v=1722936889|//y2k-wave.com/cdn/shop/files/3_eebf6aae-7956-4a74-8659-9f5c85691d7c_800x.png?v=1722936888|//y2k-wave.com/cdn/shop/files/4_06f7205a-8601-41b6-a089-06641abe6311_800x.png?v=1722936888|//y2k-wave.com/cdn/shop/files/5_5186d159-d015-4f1b-a17a-5d9d9eedf75d_800x.png?v=1722936889
